time,temperature,pressure,humidity,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mic,fan
2021-04-28 14:51:09.148442,33.01,101864.69,65.83,-44.84,7.29,-2.08,-3.75,1.54,1.25,-0.75,861,-1
2021-04-28 14:51:09.168476,32.95,101867.17,65.89,-45.04,9.17,2.04,-3.36,-1.40,-0.18,0.16,657,-1
2021-04-28 14:51:09.649232,32.95,101864.27,64.24,-44.80,10.02,-0.05,-1.54,2.96,0.61,-0.56,275,-1
2021-04-28 14:51:10.128625,32.94,101865.12,62.89,-44.87,9.20,-1.53,-2.18,-0.69,-0.41,-0.04,458,-1
2021-04-28 14:51:10.608310,32.98,101862.73,61.54,-44.67,9.20,-2.09,-4.33,-0.22,-0.23,-0.04,949,-1
2021-04-28 14:51:11.089364,32.98,101863.46,61.65,-44.73,9.08,0.22,-4.05,0.19,-0.07,-0.13,698,-1
2021-04-28 14:51:11.572530,32.91,101862.30,60.11,-44.64,8.97,0.11,-3.51,0.05,-0.03,-0.14,9949,-1
2021-04-28 14:51:12.048792,32.97,101862.07,58.15,-44.62,8.86,0.63,-3.49,0.22,-0.13,0.01,4732,-1
2021-04-28 14:51:12.528908,32.99,101866.86,59.66,-45.02,8.59,0.62,-3.62,0.17,-0.01,0.02,508,-1
2021-04-28 14:51:13.008263,33.09,101859.14,62.07,-44.38,9.02,0.85,-4.15,0.03,-0.03,-0.06,827,-1
2021-04-28 14:51:13.490107,32.99,101871.39,65.24,-45.39,8.73,0.63,-3.96,-0.02,0.01,-0.05,1082,-1
2021-04-28 14:51:13.968766,32.99,101866.70,66.63,-45.00,9.06,0.84,-3.74,0.28,0.00,-0.15,6451,-1
2021-04-28 14:51:14.449098,33.02,101866.85,66.80,-45.02,8.78,0.56,-4.30,0.11,-0.16,-0.07,3467,-1
2021-04-28 14:51:14.929149,33.05,101867.44,67.64,-45.06,8.38,0.77,-4.26,0.26,-0.04,-0.05,610,-1
2021-04-28 14:51:15.409213,33.11,101867.38,69.34,-45.06,8.67,0.65,-3.86,0.09,-0.01,0.04,915,-1
