time,temperature,pressure,humidity,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mic,fan
2021-04-28 15:24:28.853122,26.53,101840.78,80.94,-42.85,-8.73,-2.16,4.42,0.23,0.12,0.09,2622,-1
2021-04-28 15:24:28.928413,26.61,101838.70,81.26,-42.68,-8.39,-1.67,4.96,0.10,-0.03,0.16,2510,-1
2021-04-28 15:24:29.409254,26.73,101838.66,81.26,-42.68,-8.88,-1.56,4.20,0.00,-0.02,-0.02,1457,-1
2021-04-28 15:24:29.888356,26.77,101841.90,81.31,-42.95,-8.40,-1.00,4.48,0.06,0.00,0.04,1245,-1
2021-04-28 15:24:30.368453,26.72,101838.48,81.57,-42.66,-9.77,0.18,3.92,-0.16,0.09,0.54,10833,-1
2021-04-28 15:24:30.847997,26.75,101832.88,81.83,-42.20,-8.63,-0.39,2.60,0.05,0.36,0.13,11184,-1
2021-04-28 15:24:31.328394,26.85,101835.77,82.03,-42.44,-10.60,-0.98,1.73,0.04,0.03,0.08,7996,-1
2021-04-28 15:24:31.808767,26.93,101835.14,82.15,-42.39,-9.25,-0.85,2.28,-0.24,-0.11,0.09,1730,-1
2021-04-28 15:24:32.288443,26.87,101837.67,82.36,-42.60,-9.42,-0.03,3.68,-1.00,-0.10,0.11,7033,-1
2021-04-28 15:24:32.768535,26.92,101841.92,82.62,-42.95,-9.01,1.81,3.39,-0.60,0.08,0.32,5514,-1
2021-04-28 15:24:33.248112,27.29,101834.84,82.70,-42.36,-8.97,1.09,3.56,-0.16,0.13,-0.01,1712,-1
2021-04-28 15:24:33.728504,27.46,101836.98,82.89,-42.54,-8.76,0.17,3.29,0.01,0.02,0.11,1071,-1
2021-04-28 15:24:34.208574,27.17,101835.00,83.20,-42.37,-9.38,1.14,3.49,0.13,0.15,0.04,1698,-1
2021-04-28 15:24:34.688511,27.06,101837.08,83.58,-42.55,-9.77,0.44,3.45,0.36,0.04,-0.02,2440,-1
2021-04-28 15:24:35.168549,27.35,101834.12,83.78,-42.18,-8.89,0.81,3.05,0.60,0.23,-0.04,12179,-1
2021-04-28 15:24:35.648549,27.35,101839.66,84.11,-42.76,-9.75,0.63,1.42,0.18,0.18,0.03,15355,-1
2021-04-28 15:24:36.128683,27.40,101839.90,84.59,-42.78,-8.83,1.32,1.88,-0.03,-0.25,-0.02,7113,-1
2021-04-28 15:24:36.609172,27.43,101839.00,85.22,-42.71,-8.78,1.68,1.56,-0.47,0.21,0.19,8822,-1
2021-04-28 15:24:37.088620,27.58,101842.30,86.08,-42.98,-9.38,1.06,1.52,0.03,-0.06,-0.01,10740,-1
2021-04-28 15:24:37.568747,27.69,101837.95,86.96,-42.62,-10.39,1.27,1.87,0.07,-0.08,-0.05,1433,-1
2021-04-28 15:24:38.048754,27.79,101838.91,87.77,-42.70,-8.78,1.18,2.22,0.04,0.04,0.06,1309,-1
