time,temperature,pressure,humidity,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mic,fan
2021-04-09 17:39:04.687604,26.22,101161.41,23.53,13.63,-0.44,2.10,-9.31,0.10,-0.06,-0.04,139,-1
2021-04-09 17:39:05.157165,26.22,101161.73,23.57,13.60,-0.41,2.09,-9.28,0.10,-0.06,-0.04,122,-1
2021-04-09 17:39:05.636944,26.22,101162.41,23.54,13.55,-0.42,2.09,-9.29,0.10,-0.06,-0.04,129,-1
2021-04-09 17:39:06.116662,26.21,101161.41,23.53,13.63,-0.44,2.11,-9.25,0.11,-0.07,-0.04,182,-1
2021-04-09 17:39:06.597004,26.20,101162.87,23.54,13.51,-0.43,2.09,-9.27,0.10,-0.07,-0.04,152,-1
2021-04-09 17:39:07.077043,26.21,101163.06,23.54,13.49,-0.42,2.12,-9.29,0.10,-0.06,-0.04,129,-1
2021-04-09 17:39:07.557833,26.21,101163.48,23.56,13.46,-0.43,2.10,-9.27,0.10,-0.07,-0.04,110,-1
2021-04-09 17:39:08.037736,26.20,101164.03,23.59,13.41,-0.43,2.09,-9.22,0.10,-0.07,-0.04,112,-1
2021-04-09 17:39:08.517410,26.20,101164.69,23.50,13.36,-0.44,2.09,-9.30,0.10,-0.06,-0.04,178,-1
2021-04-09 17:39:08.997068,26.20,101164.47,23.56,13.37,-0.42,2.10,-9.25,0.10,-0.07,-0.04,232,-1
2021-04-09 17:39:09.477095,26.20,101164.36,23.56,13.38,-0.41,2.12,-9.28,0.09,-0.06,-0.04,176,-1
2021-04-09 17:39:09.957146,26.20,101165.52,23.56,13.29,-0.40,2.09,-9.27,0.10,-0.07,-0.04,166,-1
