time,temperature,pressure,humidity,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mic,red,green,blue,alpha,fan
2021-05-17 15:35:56.865075,23.98,100897.28,40.70,35.67,-0.53,-0.87,-9.76,0.09,-0.12,-0.09,176,2,2,2,5,-1
2021-05-17 15:35:57.344742,23.97,100899.98,40.62,35.45,-0.64,-0.74,-9.79,0.09,-0.12,-0.09,156,2,2,2,5,-1
2021-05-17 15:35:57.824995,23.97,100899.05,40.60,35.56,-0.60,-0.86,-9.73,0.09,-0.12,-0.09,283,2,2,2,5,-1
2021-05-17 15:35:58.305144,23.97,100899.90,40.57,35.45,-0.48,-0.96,-9.70,0.09,-0.12,-0.09,204,2,2,2,5,-1
2021-05-17 15:35:58.785122,23.97,100900.00,40.49,35.44,-0.51,-0.95,-9.71,0.09,-0.12,-0.09,446,2,2,2,5,-1
2021-05-17 15:35:59.265108,23.97,100900.89,40.48,35.37,-0.51,-0.92,-9.74,0.09,-0.12,-0.09,298,2,2,2,4,-1
2021-05-17 15:35:59.745096,23.96,100895.62,40.46,35.81,-0.55,-0.91,-9.73,0.09,-0.12,-0.09,208,2,2,2,4,-1
2021-05-17 15:36:00.225205,23.97,100900.23,40.43,35.42,-0.57,-0.90,-9.71,0.09,-0.12,-0.09,114,2,2,2,4,-1
2021-05-17 15:36:00.705261,23.96,100895.95,40.45,35.78,-0.53,-0.90,-9.71,0.09,-0.12,-0.09,131,2,2,2,4,-1
2021-05-17 15:36:01.185154,23.96,100899.58,40.40,35.48,-0.53,-0.92,-9.75,0.09,-0.12,-0.09,114,2,2,2,4,-1
2021-05-17 15:36:01.665145,23.96,100896.62,40.39,35.73,-0.54,-0.92,-9.74,0.09,-0.12,-0.09,127,2,2,2,4,-1
2021-05-17 15:36:02.145188,23.96,100901.25,40.42,35.34,-0.56,-0.93,-9.73,0.09,-0.12,-0.09,95,2,2,2,4,-1
2021-05-17 15:36:02.625185,23.96,100897.06,40.39,35.69,-0.54,-0.90,-9.72,0.09,-0.12,-0.09,205,2,2,2,4,-1
2021-05-17 15:36:03.105169,23.96,100899.66,40.35,35.47,-0.54,-0.92,-9.68,0.09,-0.12,-0.09,134,2,2,2,4,-1
2021-05-17 15:36:03.585165,23.96,100903.50,40.34,35.15,-0.55,-0.89,-9.72,0.09,-0.12,-0.09,92,2,2,2,4,-1
2021-05-17 15:36:04.065296,23.95,100898.16,40.34,35.60,-0.52,-0.93,-9.71,0.09,-0.12,-0.09,252,2,2,2,4,-1
2021-05-17 15:36:04.545206,23.96,100901.41,40.33,35.33,-0.51,-0.92,-9.71,0.09,-0.12,-0.09,128,2,2,2,4,-1
2021-05-17 15:36:05.025239,23.96,100898.41,40.35,35.58,-0.51,-0.89,-9.70,0.09,-0.12,-0.09,219,2,2,2,4,-1
2021-05-17 15:36:05.505325,23.96,100898.31,40.35,35.59,-0.56,-0.93,-9.75,0.09,-0.12,-0.09,1098,2,2,2,5,-1
2021-05-17 15:36:05.985324,23.96,100901.73,40.37,35.30,-0.52,-0.88,-9.72,0.09,-0.12,-0.09,124,2,2,2,4,-1
2021-05-17 15:36:06.465250,23.96,100896.88,40.38,35.70,-0.52,-0.89,-9.71,0.09,-0.12,-0.09,1057,1,2,2,4,-1
2021-05-17 15:36:06.945245,23.96,100899.56,40.36,35.48,-0.60,-0.93,-9.72,0.09,-0.12,-0.09,133,1,2,2,4,-1
2021-05-17 15:36:07.425243,23.96,100897.31,40.34,35.67,-0.52,-0.93,-9.75,0.09,-0.12,-0.09,156,1,2,2,4,-1
2021-05-17 15:36:07.905267,23.95,100900.00,40.34,35.44,-0.54,-0.90,-9.73,0.09,-0.12,-0.09,110,1,2,2,4,-1
2021-05-17 15:36:08.386048,23.96,100899.39,40.38,35.50,-0.51,-0.88,-9.67,0.09,-0.12,-0.09,420,1,2,1,4,-1
2021-05-17 15:36:08.865328,23.96,100900.66,40.36,35.39,-0.53,-0.91,-9.74,0.09,-0.12,-0.09,117,1,2,2,4,-1
2021-05-17 15:36:09.345253,23.96,100902.09,40.38,35.27,-0.56,-0.92,-9.73,0.09,-0.12,-0.09,132,1,2,2,4,-1
2021-05-17 15:36:09.825352,23.95,100894.38,40.40,35.91,-0.50,-0.94,-9.68,0.09,-0.12,-0.09,110,1,2,2,4,-1
2021-05-17 15:36:10.305424,23.95,100896.66,40.37,35.72,-0.52,-0.92,-9.74,0.09,-0.12,-0.09,117,1,2,2,4,-1
2021-05-17 15:36:10.785433,23.95,100897.66,40.39,35.64,-0.52,-0.92,-9.72,0.09,-0.12,-0.09,105,2,2,2,4,-1
2021-05-17 15:36:11.265374,23.96,100900.56,40.39,35.40,-0.54,-0.94,-9.73,0.09,-0.12,-0.09,108,2,2,2,4,-1
2021-05-17 15:36:11.744714,23.96,100898.55,40.38,35.57,-0.55,-0.90,-9.69,0.09,-0.12,-0.09,555,2,2,2,4,-1
2021-05-17 15:36:12.226589,23.95,100901.84,40.38,35.29,-0.46,-0.96,-9.71,0.09,-0.12,-0.09,252,2,2,2,4,-1
2021-05-17 15:36:12.705447,23.95,100902.08,40.34,35.27,-0.49,-0.95,-9.73,0.09,-0.12,-0.09,107,2,2,2,4,-1
2021-05-17 15:36:13.185375,23.95,100899.14,40.28,35.52,-0.56,-0.85,-9.74,0.09,-0.12,-0.09,216,2,2,2,4,-1
2021-05-17 15:36:13.665268,23.95,100900.26,40.33,35.42,-0.60,-0.85,-9.72,0.09,-0.12,-0.09,125,2,2,2,4,-1
2021-05-17 15:36:14.145232,23.95,100899.25,40.28,35.51,-0.53,-0.93,-9.72,0.09,-0.12,-0.09,108,2,2,2,5,-1
2021-05-17 15:36:14.624649,23.94,100901.00,40.32,35.36,-0.48,-0.94,-9.67,0.09,-0.12,-0.09,103,2,2,2,4,-1
2021-05-17 15:36:15.105426,23.94,100903.78,40.25,35.13,-0.52,-0.95,-9.71,0.09,-0.12,-0.09,157,2,2,2,4,-1
2021-05-17 15:36:15.585464,23.94,100899.27,40.20,35.51,-0.56,-0.92,-9.70,0.09,-0.12,-0.09,964,2,2,2,4,-1
2021-05-17 15:36:16.065512,23.94,100903.11,40.24,35.18,-0.54,-0.90,-9.72,0.09,-0.12,-0.09,315,2,2,2,4,-1
2021-05-17 15:36:16.545539,23.94,100901.18,40.19,35.35,-0.54,-0.88,-9.71,0.09,-0.12,-0.09,100,2,2,2,4,-1
2021-05-17 15:36:17.025468,23.94,100901.02,40.21,35.36,-0.54,-0.91,-9.68,0.09,-0.12,-0.09,184,2,2,2,5,-1
2021-05-17 15:36:17.505501,23.94,100903.09,40.19,35.19,-0.49,-0.92,-9.72,0.09,-0.12,-0.09,179,2,2,2,4,-1
2021-05-17 15:36:17.985548,23.94,100898.07,40.20,35.61,-0.55,-0.92,-9.74,0.09,-0.12,-0.10,108,2,2,2,4,-1
2021-05-17 15:36:18.465489,23.94,100899.58,40.20,35.76,-0.54,-0.89,-9.69,0.09,-0.12,-0.09,497,2,2,2,4,-1
2021-05-17 15:36:18.945525,23.93,100900.52,40.26,35.40,-0.53,-0.88,-9.68,0.09,-0.12,-0.09,274,2,2,2,4,-1
2021-05-17 15:36:19.425496,23.94,100900.75,40.21,35.38,-0.53,-0.92,-9.72,0.09,-0.12,-0.09,91,2,2,2,4,-1
2021-05-17 15:36:19.905561,23.94,100898.07,40.21,35.61,-0.54,-0.91,-9.76,0.09,-0.12,-0.09,100,2,2,2,4,-1
2021-05-17 15:36:20.385599,23.94,100897.91,40.21,35.62,-0.53,-0.90,-9.76,0.09,-0.12,-0.09,126,2,2,2,4,-1
2021-05-17 15:36:20.865647,23.94,100899.41,40.24,35.49,-0.56,-0.92,-9.77,0.09,-0.12,-0.09,136,2,2,2,4,-1
2021-05-17 15:36:21.345583,23.94,100897.09,40.23,35.69,-0.53,-0.92,-9.72,0.09,-0.12,-0.09,173,2,2,2,4,-1
2021-05-17 15:36:21.825554,23.94,100899.00,40.19,35.53,-0.53,-0.89,-9.69,0.09,-0.12,-0.09,99,2,2,2,4,-1
2021-05-17 15:36:22.306060,23.94,100901.18,40.20,35.35,-0.53,-0.92,-9.72,0.09,-0.12,-0.09,126,2,2,2,4,-1
2021-05-17 15:36:22.785612,23.94,100902.11,40.20,35.27,-0.53,-0.92,-9.74,0.09,-0.12,-0.10,117,2,2,2,4,-1
2021-05-17 15:36:23.265577,23.94,100898.84,40.16,35.54,-0.53,-0.91,-9.72,0.09,-0.12,-0.09,114,2,2,2,4,-1
2021-05-17 15:36:23.745397,23.94,100897.91,40.09,35.62,-0.53,-0.91,-9.73,0.09,-0.12,-0.09,93,2,2,2,4,-1
2021-05-17 15:36:24.225602,23.94,100901.44,40.09,35.32,-0.54,-0.90,-9.73,0.09,-0.12,-0.09,126,2,2,2,4,-1
2021-05-17 15:36:24.705583,23.94,100900.84,40.11,35.37,-0.52,-0.92,-9.73,0.09,-0.12,-0.09,108,2,2,2,4,-1
2021-05-17 15:36:25.185651,23.94,100899.43,40.07,35.49,-0.55,-0.91,-9.73,0.09,-0.12,-0.09,174,2,2,2,4,-1
2021-05-17 15:36:25.665863,23.94,100899.83,40.10,35.46,-0.54,-0.91,-9.70,0.09,-0.12,-0.09,134,2,2,2,4,-1
2021-05-17 15:36:26.145506,23.94,100901.17,40.11,35.35,-0.54,-0.91,-9.76,0.09,-0.12,-0.09,96,2,2,2,4,-1
2021-05-17 15:36:26.625625,23.94,100902.28,40.11,35.25,-0.54,-0.91,-9.71,0.09,-0.12,-0.09,92,2,2,2,4,-1
2021-05-17 15:36:27.105637,23.94,100902.11,40.19,35.27,-0.55,-0.92,-9.77,0.09,-0.12,-0.09,124,2,2,2,4,-1
2021-05-17 15:36:27.585937,23.94,100901.11,40.25,35.35,-0.55,-1.07,-9.73,0.09,-0.12,-0.09,220,2,2,2,4,-1
2021-05-17 15:36:28.065674,23.94,100899.77,40.32,35.46,-0.44,-0.86,-9.79,0.09,-0.12,-0.09,267,2,2,2,4,-1
2021-05-17 15:36:28.546011,23.95,100900.26,40.38,35.42,-0.50,-0.98,-9.70,0.09,-0.12,-0.09,107,2,2,2,4,-1
2021-05-17 15:36:29.025729,23.94,100900.33,40.44,35.42,-0.54,-0.96,-9.68,0.10,-0.12,-0.09,119,2,2,2,4,-1
2021-05-17 15:36:29.505723,23.94,100895.41,40.50,35.83,-0.54,-0.87,-9.72,0.09,-0.12,-0.09,130,2,2,2,4,-1
2021-05-17 15:36:29.985698,23.94,100896.48,40.54,35.74,-0.56,-0.89,-9.70,0.09,-0.12,-0.09,118,2,2,2,5,-1
2021-05-17 15:36:30.465466,23.95,100897.75,40.54,35.63,-0.76,-0.53,-9.82,0.17,-0.07,-0.10,351,2,2,2,4,-1
2021-05-17 15:36:30.945752,23.95,100901.16,40.59,35.35,-0.40,-1.07,-9.75,0.08,-0.12,-0.10,482,2,2,2,5,-1
2021-05-17 15:36:31.425836,23.94,100898.48,40.70,35.57,2.14,-1.17,-9.42,0.65,-0.17,0.61,3167,3,3,3,7,-1
2021-05-17 15:36:31.905847,23.94,100899.83,40.71,35.46,-4.97,-8.80,-0.25,1.78,-1.92,0.12,120,12,9,10,26,-1
2021-05-17 15:36:32.385810,23.94,100897.16,40.78,35.68,-2.69,-8.91,-0.04,-0.41,-0.81,0.22,155,15,10,10,32,-1
2021-05-17 15:36:32.865000,23.94,100896.92,41.00,35.70,-2.17,-9.28,-2.48,-0.67,1.32,0.07,370,10,9,10,23,-1
2021-05-17 15:36:33.345863,23.94,100897.92,41.07,35.62,-1.93,-8.01,-5.44,-3.31,1.65,-0.73,481,5,4,4,12,-1
2021-05-17 15:36:33.825812,23.94,100899.60,41.23,35.48,2.27,-3.27,-10.41,-0.01,-1.61,-0.22,1490,2,3,3,6,-1
2021-05-17 15:36:34.305869,23.94,100899.34,41.39,35.50,3.58,-0.32,-8.25,0.89,0.70,0.50,1961,2,3,2,7,-1
2021-05-17 15:36:34.785811,23.94,100901.52,41.52,35.32,3.03,-9.19,-6.06,2.47,0.25,0.01,1238,3,3,3,8,-1
2021-05-17 15:36:35.265276,23.94,100897.41,41.59,35.66,-2.80,-4.53,6.34,0.63,-0.94,-0.41,108,7,5,6,16,-1
2021-05-17 15:36:35.745874,23.93,100894.09,41.79,35.94,-1.02,-5.21,8.50,-0.15,-1.13,-0.32,114,8,7,11,28,-1
2021-05-17 15:36:36.225886,23.93,100894.92,41.89,35.87,0.39,-6.40,7.11,-0.06,-0.02,0.33,97,28,30,40,102,-1
2021-05-17 15:36:36.705948,23.93,100889.48,41.92,36.32,2.89,-8.61,3.93,-0.42,-0.56,0.30,166,23,25,31,60,-1
2021-05-17 15:36:37.185934,23.94,100891.30,41.99,36.17,-0.01,-7.78,5.77,-0.18,-0.30,0.33,681,46,44,54,147,-1
2021-05-17 15:36:37.665947,23.93,100890.81,42.04,36.21,2.51,-8.52,7.98,2.59,0.21,0.40,362,28,27,37,97,-1
2021-05-17 15:36:38.145925,23.95,100892.05,42.14,36.11,-0.52,-6.00,8.56,0.74,-0.24,-0.43,399,24,22,32,90,-1
2021-05-17 15:36:38.625984,23.96,100889.19,42.28,36.35,0.78,-3.08,9.91,0.01,-0.82,-0.17,283,2,1,2,4,-1
2021-05-17 15:36:39.105869,24.00,100891.84,42.60,36.13,0.48,-1.83,9.77,0.15,0.31,-0.31,1189,1,1,1,2,-1
2021-05-17 15:36:39.585893,24.20,100889.03,44.56,36.36,-1.32,-0.64,9.94,0.48,0.17,-0.07,2053,1,1,1,1,-1
2021-05-17 15:36:40.065892,24.35,100893.67,49.27,35.97,-2.48,1.57,9.83,-0.02,0.63,0.14,557,2,1,1,3,-1
2021-05-17 15:36:40.545894,24.51,100897.48,54.71,35.65,-5.96,0.10,8.80,0.23,0.04,-0.44,1724,1,1,1,2,-1
2021-05-17 15:36:41.025936,24.42,100894.19,59.86,35.93,-4.35,-0.81,8.71,0.02,0.29,0.05,880,1,1,1,2,-1
2021-05-17 15:36:41.505946,24.50,100885.66,64.25,36.64,-5.07,0.06,8.90,-0.19,-0.08,-0.12,178,0,0,0,0,-1
2021-05-17 15:36:41.985721,24.47,100891.81,68.20,36.13,-5.53,-1.09,8.68,0.12,-0.00,0.02,219,0,0,0,0,-1
2021-05-17 15:36:42.465938,24.43,100888.92,71.56,36.37,-5.36,-0.85,8.59,0.03,-0.09,0.02,115,0,0,0,0,-1
2021-05-17 15:36:42.946011,24.42,100888.91,74.57,36.37,-5.50,-0.98,8.53,0.03,-0.04,-0.02,218,0,0,0,0,-1
2021-05-17 15:36:43.426038,24.33,100888.98,77.11,36.36,-5.43,-1.02,8.63,0.05,-0.05,-0.03,162,0,0,0,0,-1
2021-05-17 15:36:43.906035,24.24,100887.33,79.35,36.50,-5.38,-1.02,8.65,0.06,-0.05,-0.03,165,0,0,0,0,-1
2021-05-17 15:36:44.386002,24.48,100889.61,81.37,36.31,-5.20,-0.97,8.84,0.04,-0.05,-0.03,140,0,0,0,0,-1
2021-05-17 15:36:44.866306,24.68,100887.70,83.22,36.47,-5.27,-1.00,8.96,0.04,-0.05,-0.04,198,0,0,0,0,-1
2021-05-17 15:36:45.346092,24.74,100887.23,84.88,36.51,-5.26,-0.97,8.93,0.02,-0.04,-0.01,233,0,0,0,0,-1
2021-05-17 15:36:45.826038,24.71,100887.94,86.31,36.45,-5.24,-1.08,8.92,0.03,-0.04,-0.03,112,0,0,0,0,-1
2021-05-17 15:36:46.306116,24.71,100885.06,87.54,36.69,-5.21,-1.14,8.90,0.02,-0.02,-0.03,144,0,0,0,0,-1
2021-05-17 15:36:46.786072,24.65,100889.99,88.60,36.28,-5.26,-1.09,8.79,0.02,-0.03,0.00,171,0,0,0,0,-1
2021-05-17 15:36:47.265864,24.59,100893.31,89.53,36.00,-5.27,-1.12,8.95,-0.02,-0.04,-0.02,117,0,0,0,0,-1
2021-05-17 15:36:47.746091,24.78,100885.27,90.43,36.68,-5.19,-1.15,9.00,0.02,-0.02,0.02,228,0,0,0,0,-1
2021-05-17 15:36:48.226059,24.82,100890.19,91.20,36.26,-5.09,-1.17,8.90,0.02,-0.02,-0.00,13308,0,0,0,0,-1
2021-05-17 15:36:48.706206,24.94,100890.06,91.96,36.28,-5.27,-1.17,9.38,0.01,0.00,0.01,12443,0,0,0,0,-1
2021-05-17 15:36:49.186042,25.11,100897.05,92.54,35.69,-5.14,-1.29,9.62,0.01,-0.01,-0.02,6814,0,0,0,0,-1
2021-05-17 15:36:49.666183,25.82,100896.20,93.12,35.76,-5.15,-1.11,9.06,-0.01,0.03,0.02,312,0,0,0,0,-1
2021-05-17 15:36:50.146423,25.30,100895.50,93.53,35.82,-5.24,-1.31,8.57,0.00,0.03,0.01,269,0,0,0,0,-1
2021-05-17 15:36:50.626222,24.82,100893.54,93.83,35.98,-5.36,-1.32,8.50,0.01,0.02,0.00,955,0,0,0,0,-1
2021-05-17 15:36:51.106088,24.84,100890.73,94.23,36.22,-5.42,-1.30,8.75,-0.04,0.02,0.09,5803,0,0,0,0,-1
2021-05-17 15:36:51.586159,25.00,100898.75,94.60,35.55,-5.15,-1.54,9.00,-0.08,-0.01,0.00,1598,0,0,0,0,-1
2021-05-17 15:36:52.066154,25.39,100903.20,95.02,35.18,-5.43,-1.42,8.63,0.12,0.08,0.07,372,0,0,0,0,-1
2021-05-17 15:36:52.546058,25.42,100900.05,95.28,35.44,-5.77,-1.29,8.57,-0.12,-0.05,0.04,154,0,0,0,1,-1
2021-05-17 15:36:53.026249,25.40,100903.17,95.48,35.18,-3.82,-2.29,8.70,0.19,-0.03,-0.16,391,1,0,1,1,-1
2021-05-17 15:36:53.506186,25.36,100900.45,95.72,35.41,-4.20,-1.71,9.15,0.22,0.04,-0.06,388,1,0,1,1,-1
2021-05-17 15:36:53.986252,25.34,100894.16,95.86,35.93,-4.79,-1.23,9.21,0.03,-0.05,0.05,257,0,0,0,1,-1
2021-05-17 15:36:54.466265,25.29,100905.75,96.01,34.96,-3.87,-0.60,9.37,-0.03,-0.01,-0.02,421,0,0,0,1,-1
2021-05-17 15:36:54.946343,25.28,100898.20,96.20,35.60,-4.54,-0.91,9.53,0.01,-0.04,-0.04,260,0,0,0,1,-1
2021-05-17 15:36:55.426217,25.51,100902.46,96.35,35.24,-3.78,-0.94,9.87,-0.04,-0.11,0.05,190,1,0,1,1,-1
2021-05-17 15:36:55.906256,25.73,100904.73,96.53,35.05,-2.10,-3.43,9.21,0.09,0.25,-0.12,3195,1,0,1,1,-1
2021-05-17 15:36:56.386287,25.94,100901.94,96.67,35.28,-4.66,-1.90,9.41,0.26,0.02,-0.19,331,1,1,1,2,-1
2021-05-17 15:36:56.866018,25.94,100906.12,96.74,34.93,-6.13,-1.57,8.81,-0.12,0.42,0.25,293,1,1,1,2,-1
2021-05-17 15:36:57.346466,25.85,100902.83,96.78,35.21,-4.65,-1.13,8.61,0.31,0.01,-0.33,536,0,0,0,1,-1
2021-05-17 15:36:57.826369,25.67,100908.10,96.87,34.77,-4.65,-1.59,7.80,0.29,-0.24,-0.27,4917,1,1,1,2,-1
2021-05-17 15:36:58.306251,25.51,100902.72,96.92,35.22,-1.89,2.18,10.52,0.21,-1.08,0.60,1504,1,0,1,1,-1
2021-05-17 15:36:58.786329,26.33,100897.86,97.09,35.62,3.36,1.50,10.66,0.16,-0.21,-0.14,554,0,0,0,1,-1
2021-05-17 15:36:59.266321,26.39,100893.76,97.15,35.97,2.68,1.26,9.90,0.15,0.25,-0.03,1058,0,0,0,1,-1
2021-05-17 15:36:59.746274,26.25,100882.06,97.21,36.94,1.85,1.49,9.96,-0.04,0.14,0.00,874,0,0,0,0,-1
2021-05-17 15:37:00.226344,26.12,100881.00,97.22,37.03,1.33,1.22,10.39,0.14,0.03,-0.07,2964,0,0,0,0,-1
2021-05-17 15:37:00.706121,26.07,100888.81,97.29,36.38,0.87,0.86,10.09,0.04,-0.05,0.00,185,0,0,0,0,-1
2021-05-17 15:37:01.186291,26.17,100888.67,97.31,36.39,1.51,1.13,10.09,-0.19,0.04,0.09,4719,0,0,0,0,-1
2021-05-17 15:37:01.666340,26.16,100896.09,97.40,35.77,0.79,0.84,9.97,-0.02,0.19,-0.01,1791,0,0,0,1,-1
2021-05-17 15:37:02.146227,26.14,100883.33,97.42,36.84,0.94,1.20,10.13,0.05,-0.06,-0.01,2059,0,0,0,1,-1
2021-05-17 15:37:02.626416,26.21,100874.16,97.52,37.60,0.35,0.87,10.49,-0.03,0.41,0.06,4419,0,0,0,0,-1
2021-05-17 15:37:03.106423,26.32,100882.52,97.52,36.79,0.00,0.92,10.04,0.02,0.06,-0.12,1207,0,0,0,0,-1
2021-05-17 15:37:03.586142,26.27,100885.59,97.59,36.65,-0.40,0.85,10.32,-0.02,0.14,0.01,221,0,0,0,0,-1
2021-05-17 15:37:04.066417,26.24,100889.66,97.57,36.31,-0.05,0.32,10.56,0.05,-0.32,0.01,405,0,0,0,0,-1
2021-05-17 15:37:04.546615,26.13,100894.52,97.57,35.90,-1.91,1.09,10.04,0.14,0.21,0.17,469,0,0,0,0,-1
2021-05-17 15:37:05.026191,26.06,100886.91,97.65,36.54,-2.41,0.85,9.74,-0.11,0.34,-0.28,5212,0,0,0,0,-1
2021-05-17 15:37:05.506626,26.08,100890.06,97.65,36.28,-3.31,-0.13,9.65,-0.33,0.51,-0.16,6987,0,0,0,0,-1
2021-05-17 15:37:05.986141,26.25,100888.61,97.74,36.40,-6.30,-2.39,9.26,-0.04,0.13,0.35,6750,0,0,0,0,-1
2021-05-17 15:37:06.466266,26.40,100903.22,97.79,35.18,-4.35,1.57,9.85,0.09,0.18,0.07,11287,0,0,0,1,-1
2021-05-17 15:37:06.946413,26.63,100896.89,97.83,35.70,-5.98,-1.16,9.24,-0.57,-0.19,0.02,3763,1,0,1,1,-1
2021-05-17 15:37:07.426945,26.84,100901.12,97.86,35.35,-4.99,-0.46,6.95,0.48,0.00,-0.49,5610,1,1,1,2,-1
2021-05-17 15:37:07.905303,26.84,100901.62,97.90,35.31,-5.71,1.24,9.40,-0.00,-0.37,0.09,1464,1,1,1,1,-1
2021-05-17 15:37:08.384245,26.84,100891.12,97.87,36.19,-4.26,-0.21,9.05,-0.71,0.31,0.12,1151,0,0,0,0,-1
2021-05-17 15:37:08.863470,26.67,100903.04,97.86,35.19,-5.74,-1.61,8.36,-0.16,0.19,0.25,464,0,0,0,0,-1
2021-05-17 15:37:09.342992,26.46,100905.15,97.82,35.01,-6.11,-1.55,7.83,0.15,0.01,0.03,12086,0,0,0,0,-1
2021-05-17 15:37:09.820848,26.56,100901.01,97.86,35.36,-6.04,-0.77,8.34,0.36,-0.11,0.05,11481,0,0,0,0,-1
2021-05-17 15:37:10.300491,26.57,100901.36,97.97,35.33,-4.45,-0.60,9.30,-0.04,-0.29,-0.02,12079,0,0,0,0,-1
2021-05-17 15:37:10.779651,26.58,100902.61,97.95,35.23,-3.53,-0.52,10.16,0.14,-0.01,-0.01,7313,0,0,0,0,-1
2021-05-17 15:37:11.258805,26.73,100889.56,97.99,36.32,-3.73,0.01,9.95,0.03,0.17,-0.29,6867,0,0,0,0,-1
2021-05-17 15:37:11.737955,26.94,100893.19,98.03,36.01,-5.04,0.89,9.34,-0.06,0.26,-0.11,1016,0,0,0,0,-1
2021-05-17 15:37:12.217223,27.18,100897.27,98.08,35.67,-4.19,-0.83,9.87,-0.50,-0.32,0.05,264,0,0,0,0,-1
2021-05-17 15:37:12.696615,27.04,100902.98,98.03,35.20,-3.89,-0.01,9.40,0.27,0.26,0.16,914,0,0,0,0,-1
2021-05-17 15:37:13.175664,26.95,100902.75,98.02,35.21,-3.62,0.28,9.54,-0.35,-0.00,-0.01,251,0,0,0,1,-1
2021-05-17 15:37:13.654123,26.90,100905.42,98.07,34.99,-3.79,0.31,9.12,0.03,0.05,0.11,217,0,0,0,1,-1
2021-05-17 15:37:14.134288,26.87,100905.61,98.07,35.04,-3.64,0.46,9.52,-0.25,-0.19,-0.09,423,1,0,0,1,-1
2021-05-17 15:37:14.613603,26.85,100899.62,98.09,35.48,-3.25,-0.86,9.44,0.17,-1.13,-0.15,526,1,0,1,1,-1
2021-05-17 15:37:15.093289,26.93,100901.94,98.08,35.28,-2.66,-0.24,9.46,0.35,0.40,-0.01,540,1,0,1,1,-1
2021-05-17 15:37:15.571389,26.98,100903.36,98.13,35.16,-3.70,-1.07,9.09,-0.01,0.52,-0.04,236,1,1,1,2,-1
2021-05-17 15:37:16.051754,27.02,100903.70,98.17,35.14,-4.03,-1.12,9.17,-0.05,0.25,-0.08,117,1,1,1,2,-1
2021-05-17 15:37:16.531132,27.00,100902.64,98.13,35.22,-5.50,-2.12,8.81,-0.09,0.10,-0.13,20589,1,1,1,2,-1
2021-05-17 15:37:17.010587,26.86,100904.21,98.11,35.09,-6.19,-0.03,5.73,-0.29,-0.50,0.16,1546,1,0,1,1,-1
2021-05-17 15:37:17.489999,26.73,100906.02,98.15,34.94,-8.21,-1.51,7.03,0.06,-0.00,-0.08,1136,1,1,1,2,-1
2021-05-17 15:37:17.969548,26.85,100903.13,98.22,35.18,-5.94,-1.61,9.19,0.42,-0.23,0.21,6233,1,1,1,2,-1
2021-05-17 15:37:18.448933,27.84,100903.92,98.33,35.12,-2.34,-1.08,10.88,-0.77,-1.34,0.56,700,4,2,2,7,-1
2021-05-17 15:37:18.928491,27.70,100910.64,98.30,34.56,-0.37,-5.47,8.56,-1.46,-0.29,0.19,592,59,43,49,150,-1
2021-05-17 15:37:19.408078,27.45,100905.91,98.23,34.95,1.27,-8.51,3.44,-2.86,-0.56,-2.53,583,85,73,74,186,-1
2021-05-17 15:37:19.887308,27.17,100908.64,98.19,34.72,-0.87,-9.66,2.21,3.74,0.67,0.88,464,34,38,43,95,-1
2021-05-17 15:37:20.367000,27.06,100910.52,98.19,34.57,-2.65,-0.43,6.94,0.32,1.01,0.46,3323,18,12,16,56,-1
2021-05-17 15:37:20.846587,26.78,100911.48,98.21,34.49,-5.25,3.97,6.41,-0.01,-0.04,3.73,3343,2,2,3,6,-1
2021-05-17 15:37:21.326132,26.76,100907.90,98.20,34.78,0.08,6.80,6.87,0.14,-0.05,0.08,102,5,6,7,18,-1
2021-05-17 15:37:21.805624,26.67,100909.24,98.18,34.67,-0.03,6.69,7.28,0.02,0.01,-0.01,131,4,5,6,16,-1
2021-05-17 15:37:22.284538,26.70,100906.43,98.21,34.91,-0.04,6.71,7.35,0.00,0.03,-0.02,108,4,5,6,16,-1
2021-05-17 15:37:22.764917,26.72,100906.72,98.26,34.88,-0.05,6.73,7.31,0.01,0.02,-0.02,97,4,5,6,16,-1
2021-05-17 15:37:23.244408,26.71,100907.68,98.21,34.80,-0.05,6.71,7.35,0.00,0.03,-0.02,159,4,5,6,16,-1
2021-05-17 15:37:23.724043,26.70,100906.59,98.27,34.89,-0.05,6.70,7.38,0.00,0.03,-0.02,193,4,5,6,16,-1
2021-05-17 15:37:24.203518,26.68,100906.86,98.31,34.87,-0.03,6.71,7.36,0.01,0.02,-0.02,139,4,5,6,16,-1
2021-05-17 15:37:24.683234,26.66,100913.15,98.32,34.35,-0.02,6.73,7.28,0.01,0.02,-0.01,96,4,5,6,16,-1
2021-05-17 15:37:25.163383,26.61,100912.30,98.32,34.42,-0.03,6.70,7.35,0.01,0.02,-0.02,116,4,5,6,16,-1
2021-05-17 15:37:25.642761,26.56,100912.88,98.35,34.37,-0.01,6.66,7.34,0.01,0.02,-0.02,182,4,5,6,16,-1
2021-05-17 15:37:26.122367,26.52,100911.76,98.34,34.46,-0.04,6.72,7.26,0.01,0.02,-0.02,122,4,5,6,16,-1
2021-05-17 15:37:26.602030,26.47,100910.24,98.37,34.59,-0.07,6.71,7.30,0.01,0.02,-0.02,125,4,5,6,15,-1
